,name,location,labels
12135,9671.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1161,11041.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1458,11309.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
720,10645.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4794,3063.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9376,7188.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8660,6543.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
711,10637.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6767,484.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3706,2083.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3721,2097.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8784,6654.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10296,8015.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1755,11577.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5478,368.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2402,1216.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10776,8448.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10182,7913.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4217,2544.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9074,6916.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3669,2050.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8710,6589.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9379,7190.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
623,10558.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6973,5023.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3806,2173.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4314,2631.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10925,8582.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8861,6724.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5088,3328.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10448,8152.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6039,4184.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11919,9477.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12273,9796.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3485,1886.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1199,11076.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8344,6258.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2325,1209.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8846,6710.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1904,11710.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10764,8437.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8061,6002.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11632,9218.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1924,1173.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3130,1566.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12079,9620.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11258,8882.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8769,6641.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1635,11469.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5081,3321.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6831,4897.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2084,11873.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9296,7115.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6443,4548.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9039,6885.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12011,956.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
780,107.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4911,3168.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3527,1922.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
442,10395.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
436,1039.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
606,10542.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1102,1099.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
585,10523.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11441,9046.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
435,10389.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11363,8977.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7460,5462.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9398,7207.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4028,2373.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7416,5422.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1036,1093.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
174,10153.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6863,4925.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9664,7447.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9024,6871.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6180,431.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2873,1334.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
447,104.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4139,2473.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3191,162.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4601,2890.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8548,6442.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10780,8451.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9739,7514.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5702,3881.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3834,22.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9622,7409.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11965,9518.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11473,9075.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3533,1929.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7500,55.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6202,4330.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
125,10109.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3049,1492.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6430,4536.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7525,5520.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8937,6793.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2434,12189.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3670,2051.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7779,5750.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1710,11536.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11094,8734.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11508,9106.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7244,5269.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2905,1362.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3337,1752.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10241,7967.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1087,10976.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10081,7822.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10508,8206.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6591,4681.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4822,3089.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2986,1436.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5384,3595.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4668,2950.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8346,6260.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6808,4877.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11924,9481.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3791,2160.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8826,6693.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8040,5986.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9597,7387.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2180,11960.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7493,5493.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1273,11142.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1140,11022.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11077,8719.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2836,1300.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2330,12095.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5555,3748.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6720,4798.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1811,11627.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6688,4769.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7005,5052.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5340,3554.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10760,8433.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10268,7991.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1415,11270.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2798,1267.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7790,5760.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6505,4602.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1886,11695.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8938,6794.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3755,2128.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5827,3993.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8888,6749.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10877,8539.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
51,10042.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5440,3645.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1153,11034.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9455,7259.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
908,10814.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7741,5715.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6245,437.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9224,7050.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7372,5383.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11292,8912.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2898,1357.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11200,883.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4362,2674.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6587,4677.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11823,9390.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9870,7632.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1702,11529.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7683,5664.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10719,8397.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8343,6258.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6309,4427.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4375,2687.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11226,8853.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1357,11218.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11653,9237.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7921,5879.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7414,5420.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8967,682.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9703,7482.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11195,8825.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7946,5900.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8965,6818.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12281,9802.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5384,3594.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1293,11160.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10644,8329.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4821,3087.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8008,5956.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1474,11323.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6559,4651.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3513,1910.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
289,10257.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11455,9059.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11051,8696.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3199,1627.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
977,10877.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
570,1051.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1740,11563.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6953,5006.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11387,8999.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2574,12313.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4967,3219.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
796,10713.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3601,1990.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11384,8996.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
704,10630.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8806,6675.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5403,3610.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5254,3478.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5538,3733.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
391,10349.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8161,6093.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9872,7634.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
673,10602.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7088,5127.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1764,11585.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4094,2432.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11526,9122.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8499,6399.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12483,9985.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11841,9406.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4229,2555.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
889,10798.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11474,9076.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6765,4837.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9082,6923.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10258,7982.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6037,4181.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2686,12414.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12097,9637.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11651,9235.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8175,6105.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6419,4525.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8329,6245.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2544,12287.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12211,974.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12373,9886.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10276,7999.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9858,7621.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5169,3400.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
471,10420.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11267,8890.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8975,6827.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2300,12068.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8436,6340.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11393,9002.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2816,1283.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9046,6891.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4136,2470.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10754,8428.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3959,2311.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
962,10863.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8368,6280.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
72,10061.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7727,5702.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9817,7585.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4394,2702.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4487,2788.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
628,10562.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5007,3254.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8781,6652.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7047,5091.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4088,2427.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12356,9870.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6361,4473.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2655,12388.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10202,7931.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5705,3884.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10839,8504.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4367,2679.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7311,5328.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8378,629.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2663,12394.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5664,3847.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7626,5612.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11585,9176.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4689,2969.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6772,4844.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8745,6619.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
14,10009.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11175,8807.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4854,3116.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6522,4619.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8223,615.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8063,6004.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3986,2335.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7556,555.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8685,6566.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1868,11679.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
621,10556.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6597,4687.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1132,11015.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1002,109.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11752,9326.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10975,8627.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3777,2148.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7444,5448.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2076,11866.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8293,6212.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7947,5901.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10469,8171.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3937,2292.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9678,746.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
785,10703.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7211,5239.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3862,2223.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8994,6844.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7974,5925.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6340,4454.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4398,2707.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5743,3918.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4189,2519.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3315,1732.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4999,3247.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2730,12455.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2938,1393.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10529,8225.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3302,1720.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
579,10518.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4725,300.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2685,12414.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4027,2373.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
341,10303.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8477,6378.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5838,4001.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11246,8871.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10582,8273.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
104,10090.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1337,1120.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5462,3664.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5045,3289.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3428,1834.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
710,10636.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5340,3555.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3780,215.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8206,6134.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7602,5591.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2401,12158.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6656,474.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3321,1737.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2998,1447.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3259,1682.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4249,2572.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3601,199.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8700,6579.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9255,7079.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11019,8667.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8708,6586.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5037,3281.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11083,8724.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1327,11191.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
62,10052.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1894,11701.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5104,3341.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8007,5956.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11405,9013.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10437,8142.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9211,7039.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
810,10726.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9566,7359.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4908,3166.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9921,7679.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2008,11804.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3196,1625.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8801,6670.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5188,3418.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1331,11195.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8003,5952.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5162,3394.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3607,1996.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9753,7527.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1862,11673.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7901,586.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
104,10090.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11028,8675.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10337,8052.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6743,4817.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9527,7323.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
848,10760.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12404,9913.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7780,5751.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1049,10941.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9786,7557.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2889,1348.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11429,9035.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
859,10770.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6717,4794.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12475,9978.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5904,4062.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3140,1574.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10485,8186.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11331,8948.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8118,6054.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1344,11206.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6104,4242.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7133,5169.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10197,7927.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11183,8814.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3550,1944.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9483,7284.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11160,8794.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
111,10097.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8414,6320.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
